epoch	train_acc	test_acc
0	0.42766666412353516	0.42160001397132874	0.3182857036590576
1	0.4876166582107544	0.484333336353302	0.35585713386535645
2	0.5242666602134705	0.5213333368301392	0.38052380084991455
3	0.553516685962677	0.5551999807357788	0.39728569984436035
4	0.5851666927337646	0.5863999724388123	0.42304763197898865
5	0.6383833289146423	0.6413333415985107	0.4739047586917877
6	0.6643166542053223	0.6660000085830688	0.5097619295120239
7	0.6749500036239624	0.675266683101654	0.522428572177887
8	0.6964333057403564	0.6980666518211365	0.536142885684967
9	0.7235166430473328	0.7239333391189575	0.5488571524620056
10	0.7395666837692261	0.7396666407585144	0.5461905002593994
11	0.7421666383743286	0.740933358669281	0.5545714497566223
12	0.7738166451454163	0.774066686630249	0.5979047417640686
13	0.7817666530609131	0.7823333144187927	0.6050476431846619
14	0.7853833436965942	0.7871999740600586	0.613095223903656
15	0.8242499828338623	0.822866678237915	0.6216190457344055
16	0.8297833204269409	0.8289999961853027	0.637666642665863
17	0.8263166546821594	0.8270000219345093	0.6374285817146301
18	0.8488166928291321	0.8471333384513855	0.6415714025497437
19	0.8437833189964294	0.8443333506584167	0.6576666831970215
20	0.8530499935150146	0.8543333411216736	0.6599524021148682
21	0.859666645526886	0.8597333431243896	0.6734285950660706
22	0.8772000074386597	0.8766666650772095	0.6862381100654602
23	0.8778499960899353	0.8788666725158691	0.6817142963409424
24	0.8762500286102295	0.8747333288192749	0.6715238094329834
25	0.8815666437149048	0.8835999965667725	0.678857147693634
26	0.8851500153541565	0.884933352470398	0.6996666789054871
27	0.8920666575431824	0.8913999795913696	0.6939523816108704
28	0.8916666507720947	0.8948666453361511	0.6923333406448364
29	0.8965833187103271	0.897266685962677	0.7015714049339294
30	0.9024666547775269	0.9030666947364807	0.696142852306366
31	0.9052166938781738	0.9061999917030334	0.7061428427696228
32	0.9062666893005371	0.9044666886329651	0.7148571610450745
33	0.9053666591644287	0.9061999917030334	0.7079047560691833
34	0.9038833379745483	0.9074666500091553	0.7063809633255005
35	0.9093666672706604	0.9083999991416931	0.7191904783248901
36	0.9086666703224182	0.9062666893005371	0.7083333134651184
37	0.9096500277519226	0.9088666439056396	0.7306666374206543
38	0.9173166751861572	0.9186000227928162	0.7319523692131042
39	0.9147166609764099	0.912066638469696	0.7316190600395203
40	0.9170666933059692	0.9177333116531372	0.7303333282470703
41	0.9132500290870667	0.9124666452407837	0.7154285907745361
42	0.9229166507720947	0.923799991607666	0.7424761652946472
43	0.918916642665863	0.9182000160217285	0.7230476140975952
44	0.9178833365440369	0.91839998960495	0.7161904573440552
45	0.9221833348274231	0.9247999787330627	0.7260000109672546
46	0.921750009059906	0.9243333339691162	0.7400000095367432
47	0.9195500016212463	0.9211999773979187	0.7268095016479492
48	0.9258833527565002	0.926800012588501	0.7349047660827637
49	0.9257000088691711	0.9279333353042603	0.7463809251785278
50	0.9154666662216187	0.9189333319664001	0.7302857041358948
51	0.9230999946594238	0.9240666627883911	0.729619026184082
52	0.9275333285331726	0.9306666851043701	0.7472857236862183
53	0.9278666377067566	0.9309333562850952	0.7403333187103271
54	0.930483341217041	0.9333333373069763	0.7481428384780884
55	0.9286166429519653	0.9304666519165039	0.7442380785942078
56	0.9309499859809875	0.9345333576202393	0.7501904964447021
57	0.9274166822433472	0.9293333292007446	0.739380955696106
58	0.9311833381652832	0.9350000023841858	0.7507143020629883
59	0.9275333285331726	0.9317333102226257	0.7505238056182861
60	0.9256666898727417	0.9286666512489319	0.7374285459518433
61	0.9314000010490417	0.934333324432373	0.7467142939567566
62	0.9312999844551086	0.9345333576202393	0.7498571276664734
63	0.9278500080108643	0.9314666390419006	0.739476203918457
64	0.9266666769981384	0.9279999732971191	0.7181904911994934
65	0.9295333623886108	0.9329333305358887	0.7451905012130737
66	0.932699978351593	0.9362000226974487	0.7418095469474792
67	0.9345333576202393	0.9382666945457458	0.7517619132995605
68	0.9379000067710876	0.9408000111579895	0.7645714282989502
69	0.9307000041007996	0.9342666864395142	0.741428554058075
70	0.9349166750907898	0.9399999976158142	0.7629047632217407
71	0.9339666962623596	0.9357333183288574	0.7497618794441223
72	0.9394166469573975	0.940666675567627	0.7550952434539795
73	0.9321833252906799	0.934333324432373	0.7379047870635986
74	0.9326333403587341	0.9362666606903076	0.7419047355651855
75	0.9351833462715149	0.9375333189964294	0.7441428303718567
76	0.9368500113487244	0.937666654586792	0.7585238218307495
77	0.9373666644096375	0.9401999711990356	0.7416666746139526
78	0.9339166879653931	0.93586665391922	0.7414761781692505
79	0.9402999877929688	0.9430666565895081	0.7574762105941772
80	0.9372666478157043	0.9404000043869019	0.7497618794441223
81	0.9394333362579346	0.9423999786376953	0.7538571357727051
82	0.9405333399772644	0.9436666369438171	0.7516190409660339
83	0.9410499930381775	0.9440000057220459	0.7509047389030457
84	0.9470833539962769	0.9498666524887085	0.7672857046127319
85	0.9416333436965942	0.9448666572570801	0.7569524049758911
86	0.9428666830062866	0.9454666376113892	0.7621428370475769
87	0.9399499893188477	0.9426666498184204	0.7614285945892334
88	0.9416000247001648	0.9443333148956299	0.7552381157875061
89	0.9368000030517578	0.9394000172615051	0.7538095116615295
90	0.937583327293396	0.9400666952133179	0.7392857074737549
91	0.9416000247001648	0.9430666565895081	0.7504761815071106
92	0.9425166845321655	0.9454666376113892	0.7461428642272949
93	0.9392666816711426	0.9431999921798706	0.7565714120864868
94	0.9429000020027161	0.9454666376113892	0.7596666812896729
95	0.9487166404724121	0.9505333304405212	0.770380973815918
96	0.9380666613578796	0.9408666491508484	0.7450476288795471
97	0.947616696357727	0.9491999745368958	0.7645238041877747
98	0.9443166851997375	0.9470666646957397	0.7535238265991211
99	0.9457499980926514	0.9490666389465332	0.7590000033378601
100	0.9463000297546387	0.9483333230018616	0.7545238137245178
101	0.9481833577156067	0.9503333568572998	0.7620952129364014
102	0.9473999738693237	0.9500666856765747	0.7610476016998291
103	0.9438333511352539	0.9467333555221558	0.75342857837677
104	0.9462000131607056	0.9490666389465332	0.7597143054008484
105	0.9483333230018616	0.9506000280380249	0.7680952548980713
106	0.9438666701316833	0.9470000267028809	0.758809506893158
107	0.9473166465759277	0.9493333101272583	0.7598094940185547
108	0.9481833577156067	0.9516666531562805	0.7721428275108337
109	0.9458833336830139	0.9485999941825867	0.7638095021247864
110	0.9505000114440918	0.9527333378791809	0.7654285430908203
111	0.951366662979126	0.9534000158309937	0.7805714011192322
112	0.949483335018158	0.9520000219345093	0.7702857255935669
113	0.9448500275611877	0.9484666585922241	0.7548571228981018
114	0.9484000205993652	0.9505333304405212	0.7602381110191345
115	0.9457833170890808	0.9470666646957397	0.7652857303619385
116	0.9516833424568176	0.9520000219345093	0.7661428451538086
117	0.9476333260536194	0.949733316898346	0.7658571600914001
118	0.9494666457176208	0.9523333311080933	0.7770952582359314
119	0.9437500238418579	0.9470666646957397	0.7542380690574646
120	0.9509666562080383	0.9539333581924438	0.7740952372550964
121	0.9437500238418579	0.9466000199317932	0.7567142844200134
122	0.9455999732017517	0.949733316898346	0.7625238299369812
123	0.9491666555404663	0.9520000219345093	0.7816190719604492
124	0.9463333487510681	0.9485999941825867	0.7726190686225891
125	0.9491833448410034	0.9502000212669373	0.7705714106559753
126	0.9528833627700806	0.9542666673660278	0.7805238366127014
127	0.9470333456993103	0.9486666917800903	0.7582380771636963
128	0.9509833455085754	0.9526000022888184	0.7727142572402954
129	0.9549000263214111	0.9552000164985657	0.7820000052452087
130	0.9492666721343994	0.9520666599273682	0.7824761867523193
131	0.9514333605766296	0.9538666605949402	0.7706190347671509
132	0.9480000138282776	0.9501333236694336	0.7671904563903809
133	0.949999988079071	0.9526000022888184	0.7760476469993591
134	0.9542166590690613	0.9567333459854126	0.784333348274231
135	0.956516683101654	0.9576666951179504	0.7907142639160156
136	0.953166663646698	0.9540666937828064	0.7822856903076172
137	0.9526000022888184	0.9550666809082031	0.7835714221000671
138	0.9536833167076111	0.9545333385467529	0.7879999876022339
139	0.9547500014305115	0.9559999704360962	0.7906190752983093
140	0.9528166651725769	0.9540666937828064	0.7797142863273621
141	0.9551166892051697	0.9565333127975464	0.7873333096504211
142	0.951200008392334	0.9537333250045776	0.777999997138977
143	0.9552000164985657	0.9562000036239624	0.781333327293396
144	0.9535333514213562	0.9549999833106995	0.7783809304237366
145	0.9554166793823242	0.9565333127975464	0.7791904807090759
146	0.9553333520889282	0.9566666483879089	0.7897619009017944
147	0.9537833333015442	0.9552666544914246	0.7838571667671204
148	0.9519833326339722	0.953000009059906	0.7729047536849976
149	0.9519666433334351	0.9543333053588867	0.7737143039703369
150	0.9525833129882812	0.9545999765396118	0.776285707950592
151	0.9573166370391846	0.9578666687011719	0.7891428470611572
152	0.9553333520889282	0.9563999772071838	0.7863809466362
153	0.9585166573524475	0.9578666687011719	0.7942857146263123
