epoch	train_acc	test_acc	val_acc
0	0.4260833263397217	0.4251333475112915	0.3694285750389099
1	0.5182166695594788	0.5152000188827515	0.4107142984867096
2	0.550083339214325	0.5425333380699158	0.4510476291179657
3	0.591866672039032	0.5860000252723694	0.46190476417541504
4	0.6246166825294495	0.6175333261489868	0.49409523606300354
5	0.6257166862487793	0.6154000163078308	0.5192857384681702
6	0.6795333623886108	0.6725333333015442	0.5136666893959045
7	0.7042166590690613	0.6965333223342896	0.5620952248573303
8	0.7161666750907898	0.7089333534240723	0.5836190581321716
9	0.7266166806221008	0.7224000096321106	0.5994762182235718
10	0.7526000142097473	0.7479333281517029	0.6229047775268555
11	0.7730500102043152	0.7667333483695984	0.6234285831451416
12	0.7718833088874817	0.7658666372299194	0.658047616481781
13	0.7760666608810425	0.7706000208854675	0.647761881351471
14	0.8032833337783813	0.8001999855041504	0.6401428580284119
15	0.795283317565918	0.7934666872024536	0.6608571410179138
16	0.8114833235740662	0.8085333108901978	0.6498571634292603
17	0.8230833411216736	0.8202666640281677	0.6555238366127014
18	0.8323000073432922	0.8317999839782715	0.6533809304237366
19	0.8251166939735413	0.824733316898346	0.6631428599357605
20	0.8473333120346069	0.8437333106994629	0.6718571186065674
21	0.8478666543960571	0.8438000082969666	0.6756190657615662
22	0.8501499891281128	0.8500000238418579	0.6839523911476135
23	0.8581666946411133	0.8564666509628296	0.6775237917900085
24	0.8429333567619324	0.8412666916847229	0.6639999747276306
25	0.8737833499908447	0.8734666705131531	0.6930476427078247
26	0.8809333443641663	0.8800666928291321	0.6914761662483215
27	0.8752999901771545	0.8751999735832214	0.6942380666732788
28	0.8845666646957397	0.8866000175476074	0.6987142562866211
29	0.896316647529602	0.899066686630249	0.7147619128227234
30	0.8875499963760376	0.8889333605766296	0.7307618856430054
31	0.89451664686203	0.8967333436012268	0.7260952591896057
32	0.9053833484649658	0.9067999720573425	0.7505238056182861
33	0.9063500165939331	0.9089333415031433	0.7361904978752136
34	0.9070333242416382	0.9089333415031433	0.7319523692131042
35	0.9070833325386047	0.9087333083152771	0.7466190457344055
36	0.9073833227157593	0.9091333150863647	0.7474762201309204
37	0.9145166873931885	0.915066659450531	0.7409999966621399
38	0.9162499904632568	0.9179999828338623	0.7425714135169983
39	0.9033166766166687	0.902999997138977	0.7362381219863892
40	0.9151833057403564	0.9153333306312561	0.7508571147918701
41	0.9194333553314209	0.9218000173568726	0.743571400642395
42	0.9216166734695435	0.9217333197593689	0.7575713992118835
43	0.918666660785675	0.9190666675567627	0.7724761962890625
44	0.9278833270072937	0.9294000267982483	0.7709047794342041
45	0.9244999885559082	0.9243999719619751	0.7552381157875061
46	0.9241666793823242	0.9251999855041504	0.763619065284729
47	0.9274333119392395	0.9296666383743286	0.7628095149993896
48	0.9257500171661377	0.9262666702270508	0.7735238075256348
49	0.9333000183105469	0.9352666735649109	0.7682380676269531
50	0.9303666949272156	0.9312666654586792	0.7665238380432129
51	0.9338666796684265	0.9357333183288574	0.7838571667671204
52	0.929016649723053	0.9310666918754578	0.7726190686225891
53	0.9313166737556458	0.932533323764801	0.7770476341247559
54	0.9387833476066589	0.9402666687965393	0.7789999842643738
55	0.9333333373069763	0.9344000220298767	0.7554285526275635
56	0.935949981212616	0.937333345413208	0.7701428532600403
57	0.9398666620254517	0.9404666423797607	0.7736190557479858
58	0.935366690158844	0.9366000294685364	0.7675238251686096
59	0.9387500286102295	0.9399333596229553	0.7810952663421631
60	0.9337666630744934	0.9374666810035706	0.7836190462112427
61	0.9410666823387146	0.9430000185966492	0.7778571248054504
62	0.9432166814804077	0.9438666701316833	0.7779523730278015
63	0.9436166882514954	0.9446666836738586	0.7909047603607178
64	0.9464333057403564	0.9473999738693237	0.7917143106460571
65	0.9463333487510681	0.9479333162307739	0.7961905002593994
66	0.9462000131607056	0.947866678237915	0.7848095297813416
67	0.9412333369255066	0.9428666830062866	0.791619062423706
68	0.9452000260353088	0.9471333622932434	0.7940000295639038
69	0.9445666670799255	0.9450666904449463	0.7921904921531677
70	0.9410833120346069	0.9438666701316833	0.7870952486991882
71	0.945900022983551	0.9484666585922241	0.7851428389549255
72	0.9429166913032532	0.9451333284378052	0.7867618799209595
73	0.9457833170890808	0.9475333094596863	0.7863809466362
74	0.9423333406448364	0.9429333209991455	0.7980952262878418
75	0.9455000162124634	0.9470666646957397	0.7953333258628845
76	0.946483314037323	0.9470666646957397	0.7943333387374878
77	0.9460499882698059	0.9488666653633118	0.794952392578125
78	0.9472000002861023	0.9490666389465332	0.79195237159729
79	0.9461166858673096	0.9472666382789612	0.8019523620605469
80	0.9480000138282776	0.9486666917800903	0.7972381114959717
81	0.9499499797821045	0.9506000280380249	0.7966190576553345
82	0.9511500000953674	0.9528666734695435	0.798285722732544
83	0.9522333145141602	0.9538666605949402	0.7970476150512695
84	0.9454666376113892	0.9465333223342896	0.7941428422927856
85	0.9470333456993103	0.9485999941825867	0.8014761805534363
86	0.9513999819755554	0.95333331823349	0.8034762144088745
87	0.9555333256721497	0.9558666944503784	0.8130000233650208
88	0.9495999813079834	0.9503999948501587	0.8050476312637329
89	0.9517499804496765	0.9527999758720398	0.8154285550117493
90	0.9542333483695984	0.9563999772071838	0.8139523863792419
91	0.9511333107948303	0.9532666802406311	0.7978571653366089
92	0.950166642665863	0.9527333378791809	0.8135714530944824
93	0.9521999955177307	0.9535333514213562	0.8067142963409424
94	0.9539666771888733	0.9558666944503784	0.8073333501815796
95	0.9504666924476624	0.9529333114624023	0.808904767036438
96	0.9483000040054321	0.949733316898346	0.7952380776405334
97	0.9503499865531921	0.95333331823349	0.8052856922149658
98	0.9502000212669373	0.95333331823349	0.8033333420753479
99	0.9521999955177307	0.9542666673660278	0.8050000071525574
100	0.951616644859314	0.9527999758720398	0.80009526014328
101	0.9535333514213562	0.9552666544914246	0.8064761757850647
102	0.9519333243370056	0.9534666538238525	0.8134762048721313
103	0.9515833258628845	0.9531999826431274	0.8069047331809998
104	0.9574999809265137	0.9588000178337097	0.82147616147995
105	0.9491333365440369	0.9508666396141052	0.8129047751426697
