               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.040763,            0.013264,            0.029382,             0.98289,             0.97373,             0.99158,             0.79236,            0.017287,           0.0056672,           0.0032717,            0.003333,            0.003333,            0.070003
                   1,            0.024688,           0.0088587,           0.0090832,             0.99129,             0.98658,             0.99374,             0.83109,            0.014769,           0.0048051,           0.0018569,           0.0066648,           0.0066648,            0.040002
                   2,            0.021902,           0.0083126,           0.0079591,             0.99096,             0.98711,             0.99382,             0.83553,            0.015053,           0.0048936,           0.0018194,           0.0099908,           0.0099908,           0.0099944
                   3,            0.020646,           0.0079701,           0.0072417,             0.99114,             0.98758,             0.99376,             0.83978,            0.015208,           0.0049268,           0.0016937,             0.00998,             0.00998,             0.00998
                   4,            0.019805,           0.0076841,           0.0066041,             0.99265,             0.99017,             0.99416,             0.84813,            0.014235,           0.0045585,           0.0013634,             0.00998,             0.00998,             0.00998
                   5,            0.019417,           0.0075423,           0.0063106,             0.99342,             0.99176,             0.99428,             0.85227,            0.013698,           0.0043749,           0.0012071,           0.0099645,           0.0099645,           0.0099645
                   6,            0.019205,           0.0074648,           0.0061922,             0.99425,             0.99199,             0.99432,             0.85524,            0.013398,           0.0042849,           0.0011309,           0.0099446,           0.0099446,           0.0099446
                   7,            0.018986,           0.0073831,           0.0060412,             0.99471,             0.99236,             0.99434,             0.85688,             0.01322,           0.0042331,           0.0010931,           0.0099203,           0.0099203,           0.0099203
                   8,              0.0189,           0.0073484,           0.0059779,             0.99475,             0.99298,             0.99434,             0.85851,            0.013112,            0.004198,           0.0010586,           0.0098916,           0.0098916,           0.0098916
                   9,            0.018749,           0.0072858,           0.0058485,               0.994,              0.9937,             0.99436,             0.85903,            0.013049,           0.0041788,           0.0010433,           0.0098586,           0.0098586,           0.0098586
                  10,            0.018677,           0.0072875,           0.0058105,             0.99509,             0.99328,             0.99438,             0.86005,            0.012985,           0.0041615,           0.0010168,           0.0098213,           0.0098213,           0.0098213
                  11,            0.018586,           0.0072484,           0.0057272,             0.99478,             0.99356,             0.99437,             0.86093,            0.012947,           0.0041485,           0.0010019,           0.0097798,           0.0097798,           0.0097798
                  12,            0.018504,           0.0072053,           0.0056906,             0.99518,             0.99343,             0.99438,             0.86147,            0.012919,           0.0041349,          0.00098618,            0.009734,            0.009734,            0.009734
                  13,            0.018401,           0.0071703,           0.0055866,             0.99503,             0.99382,             0.99437,             0.86166,             0.01289,           0.0041241,          0.00097816,            0.009684,            0.009684,            0.009684
                  14,            0.018338,           0.0071747,           0.0055491,             0.99512,             0.99398,             0.99439,             0.86219,            0.012859,           0.0041155,          0.00096263,           0.0096299,           0.0096299,           0.0096299
                  15,            0.018266,           0.0071514,           0.0054995,             0.99509,             0.99431,             0.99439,             0.86275,            0.012831,           0.0041076,          0.00094545,           0.0095717,           0.0095717,           0.0095717
                  16,            0.018236,           0.0071245,           0.0054669,             0.99537,              0.9938,             0.99438,             0.86286,            0.012805,           0.0041011,          0.00094453,           0.0095095,           0.0095095,           0.0095095
                  17,             0.01817,           0.0070931,           0.0054119,             0.99528,             0.99407,             0.99442,             0.86338,            0.012786,           0.0040936,          0.00093035,           0.0094434,           0.0094434,           0.0094434
                  18,            0.018108,           0.0070788,            0.005397,             0.99548,               0.994,             0.99442,             0.86394,            0.012775,           0.0040852,          0.00092385,           0.0093733,           0.0093733,           0.0093733
                  19,            0.018074,           0.0070785,           0.0053175,             0.99489,             0.99447,             0.99441,             0.86387,            0.012778,           0.0040874,          0.00091574,           0.0092995,           0.0092995,           0.0092995
                  20,            0.018016,           0.0070468,           0.0053335,             0.99507,             0.99427,             0.99442,             0.86406,            0.012772,           0.0040836,          0.00091134,           0.0092219,           0.0092219,           0.0092219
                  21,            0.017968,           0.0070233,           0.0052632,             0.99514,             0.99424,             0.99441,             0.86454,            0.012739,           0.0040749,          0.00090831,           0.0091406,           0.0091406,           0.0091406
                  22,            0.017906,           0.0070048,           0.0052516,             0.99468,             0.99484,             0.99441,              0.8648,            0.012718,           0.0040699,          0.00089703,           0.0090557,           0.0090557,           0.0090557
                  23,            0.017881,           0.0070097,           0.0052391,             0.99524,              0.9943,             0.99441,             0.86501,            0.012704,           0.0040645,          0.00088442,           0.0089673,           0.0089673,           0.0089673
                  24,            0.017847,           0.0069752,           0.0051526,             0.99508,             0.99458,              0.9944,             0.86473,            0.012707,           0.0040656,          0.00087337,           0.0088755,           0.0088755,           0.0088755
                  25,            0.017785,           0.0069675,           0.0051358,             0.99527,             0.99451,             0.99442,              0.8651,            0.012683,           0.0040572,          0.00086761,           0.0087804,           0.0087804,           0.0087804
                  26,            0.017749,            0.006951,           0.0051144,             0.99478,             0.99489,             0.99442,             0.86537,             0.01267,           0.0040561,          0.00086603,            0.008682,            0.008682,            0.008682
                  27,            0.017717,           0.0069396,           0.0050511,             0.99502,             0.99501,             0.99445,             0.86576,            0.012652,            0.004049,           0.0008531,           0.0085805,           0.0085805,           0.0085805
                  28,            0.017659,           0.0069293,           0.0050502,             0.99564,             0.99466,             0.99445,             0.86598,            0.012636,           0.0040441,          0.00084611,           0.0084759,           0.0084759,           0.0084759
                  29,            0.017656,           0.0069354,           0.0050555,             0.99545,             0.99466,             0.99443,             0.86608,            0.012651,           0.0040483,           0.0008434,           0.0083684,           0.0083684,           0.0083684
                  30,            0.017588,           0.0069096,           0.0049933,             0.99563,             0.99456,             0.99443,             0.86643,            0.012628,            0.004043,          0.00083792,           0.0082581,           0.0082581,           0.0082581
                  31,            0.017537,             0.00689,           0.0049388,             0.99574,             0.99455,             0.99443,             0.86666,            0.012614,           0.0040411,          0.00083161,            0.008145,            0.008145,            0.008145
                  32,            0.017485,           0.0068599,            0.004927,              0.9958,             0.99464,             0.99444,             0.86679,            0.012621,            0.004041,          0.00082591,           0.0080294,           0.0080294,           0.0080294
                  33,            0.017451,           0.0068523,           0.0048811,             0.99571,             0.99487,             0.99446,             0.86678,            0.012608,           0.0040347,          0.00082014,           0.0079112,           0.0079112,           0.0079112
                  34,            0.017404,           0.0068455,           0.0048724,             0.99584,              0.9948,             0.99448,             0.86724,            0.012596,           0.0040308,          0.00080924,           0.0077907,           0.0077907,           0.0077907
