epoch	train_acc	test_acc	val_acc
0	0.29971668124198914	0.29760000109672546	0.2315238118171692
1	0.4066999852657318	0.4041999876499176	0.34433332085609436
2	0.5017499923706055	0.5006666779518127	0.4256190359592438
3	0.522266685962677	0.519266664981842	0.44976189732551575
4	0.5722166895866394	0.5712000131607056	0.4861428439617157
5	0.6037833094596863	0.602066695690155	0.5189523696899414
6	0.6391666531562805	0.6379333138465881	0.5301428437232971
7	0.6427500247955322	0.6413333415985107	0.5255714058876038
8	0.6707333326339722	0.6688666939735413	0.5479523539543152
9	0.6718833446502686	0.6677333116531372	0.5455238223075867
10	0.6727333068847656	0.6736666560173035	0.5454285740852356
11	0.6873999834060669	0.6873999834060669	0.5473333597183228
12	0.6691166758537292	0.6700000166893005	0.5576666593551636
13	0.6825000047683716	0.6859333515167236	0.5548095107078552
14	0.7107666730880737	0.7109333276748657	0.5732380747795105
15	0.6909666657447815	0.6922000050544739	0.5616666674613953
16	0.7143333554267883	0.7143999934196472	0.5628095269203186
17	0.7285166382789612	0.7299333214759827	0.5723333358764648
18	0.7373499870300293	0.7369999885559082	0.5719524025917053
19	0.7379000186920166	0.7385333180427551	0.5811904668807983
20	0.7190999984741211	0.7203333377838135	0.5610476136207581
21	0.7370499968528748	0.73826664686203	0.5641904473304749
22	0.7475833296775818	0.7501333355903625	0.5845714211463928
23	0.745283305644989	0.7463333606719971	0.5903333425521851
24	0.7590333223342896	0.7613999843597412	0.5904762148857117
25	0.7445666790008545	0.7486666440963745	0.5890476107597351
26	0.7704833149909973	0.771133303642273	0.6093809604644775
27	0.7544833421707153	0.7516000270843506	0.612666666507721
28	0.758316695690155	0.7565333247184753	0.6006666421890259
29	0.7812333106994629	0.781333327293396	0.6060952544212341
30	0.777899980545044	0.7782666683197021	0.6071904897689819
31	0.7671833038330078	0.7684000134468079	0.6064761877059937
32	0.7744333148002625	0.776199996471405	0.6120476126670837
33	0.7860999703407288	0.7863333225250244	0.6083333492279053
34	0.777916669845581	0.7802666425704956	0.6171428561210632
35	0.7620999813079834	0.7639333605766296	0.6051904559135437
36	0.7748666405677795	0.7723333239555359	0.6246190667152405
37	0.7797166705131531	0.7829333543777466	0.6219047904014587
38	0.7864833474159241	0.7903333306312561	0.6149523854255676
39	0.797950029373169	0.7979999780654907	0.6349047422409058
40	0.798383355140686	0.7997999787330627	0.6285714507102966
41	0.8082333207130432	0.8090000152587891	0.6428571343421936
42	0.8071666955947876	0.8076000213623047	0.6358571648597717
43	0.8077999949455261	0.8097333312034607	0.6247143149375916
44	0.8135333061218262	0.8136000037193298	0.6199047565460205
45	0.8139333128929138	0.81413334608078	0.6322380900382996
46	0.8163166642189026	0.8173999786376953	0.6348094940185547
47	0.8177333474159241	0.819266676902771	0.6430000066757202
48	0.8226000070571899	0.8195333480834961	0.6330000162124634
49	0.8219666481018066	0.8204666376113892	0.6420952677726746
50	0.8346999883651733	0.8343333601951599	0.6496190428733826
51	0.8124833106994629	0.8105999827384949	0.6293809413909912
52	0.8206333518028259	0.824733316898346	0.6425238251686096
53	0.8367000222206116	0.8370000123977661	0.6317142844200134
54	0.838100016117096	0.8361333608627319	0.6416666507720947
55	0.82464998960495	0.8270666599273682	0.6535714268684387
56	0.8335000276565552	0.8331999778747559	0.6371904611587524
57	0.8375833630561829	0.838866651058197	0.6494285464286804
58	0.8348333239555359	0.8339999914169312	0.6368095278739929
59	0.8529000282287598	0.850600004196167	0.6530952453613281
60	0.8448166847229004	0.8453333377838135	0.6572856903076172
61	0.84211665391922	0.841866672039032	0.6669999957084656
62	0.8307666778564453	0.8295333385467529	0.6331428289413452
63	0.8415166735649109	0.8414000272750854	0.6537142992019653
64	0.8447166681289673	0.8421333432197571	0.6514762043952942
65	0.8557666540145874	0.8546666502952576	0.6565714478492737
66	0.8435166478157043	0.841866672039032	0.6591428518295288
67	0.8495166897773743	0.8465999960899353	0.6562380790710449
68	0.845550000667572	0.8461333513259888	0.657619059085846
69	0.8532833456993103	0.8500000238418579	0.6618571281433105
70	0.8551833629608154	0.8537999987602234	0.6664285659790039
71	0.8627833127975464	0.8584666848182678	0.6708095073699951
72	0.8546000123023987	0.8524666428565979	0.6749523878097534
73	0.864133358001709	0.8622666597366333	0.6806666851043701
74	0.8646166920661926	0.8629999756813049	0.672428548336029
75	0.86121666431427	0.8586666584014893	0.6801905035972595
76	0.8746166825294495	0.8730000257492065	0.6779999732971191
77	0.8637499809265137	0.8628000020980835	0.6876190304756165
78	0.8737000226974487	0.8717333078384399	0.6994285583496094
79	0.8602499961853027	0.8579999804496765	0.6874285936355591
80	0.8615666627883911	0.8578000068664551	0.694428563117981
81	0.8725166916847229	0.8708666563034058	0.697952389717102
82	0.8773833513259888	0.8775333166122437	0.7084285616874695
83	0.8758333325386047	0.8737999796867371	0.709761917591095
84	0.8629999756813049	0.8623999953269958	0.696238100528717
85	0.8718833327293396	0.8715333342552185	0.7142381072044373
86	0.8668166399002075	0.8658000230789185	0.6920475959777832
87	0.8755999803543091	0.8730666637420654	0.7074285745620728
88	0.8801833391189575	0.8777999877929688	0.70676189661026
89	0.883816659450531	0.8829333186149597	0.7075238227844238
90	0.8788333535194397	0.8768666386604309	0.7037143111228943
91	0.8780999779701233	0.8777999877929688	0.710095226764679
