               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  82,            0.026967,            0.014236,            0.003098,              0.8787,             0.89998,             0.93793,             0.69085,            0.015557,           0.0056354,          0.00097328,           0.0091197,           0.0091197,           0.0091197
                  83,            0.026645,            0.014411,           0.0035159,             0.87707,             0.90076,             0.93828,             0.69126,            0.015555,           0.0056331,          0.00096317,           0.0090986,           0.0090986,           0.0090986
                  84,             0.02668,            0.014311,           0.0030768,             0.87911,             0.89853,             0.93794,             0.69233,            0.015562,           0.0056279,          0.00093145,           0.0090772,           0.0090772,           0.0090772
                  85,            0.026142,            0.014138,           0.0031242,             0.88055,             0.89785,             0.93786,              0.6926,            0.015569,           0.0056217,          0.00092941,           0.0090557,           0.0090557,           0.0090557
                  86,            0.026254,            0.014051,           0.0030959,             0.87995,             0.89632,             0.93799,              0.6937,             0.01556,           0.0056139,          0.00093941,           0.0090339,           0.0090339,           0.0090339
                  87,            0.026785,            0.013984,           0.0031266,             0.87406,             0.90386,             0.93859,             0.69385,            0.015554,            0.005606,          0.00094522,           0.0090119,           0.0090119,           0.0090119
                  88,            0.026244,            0.014215,           0.0028053,               0.878,             0.90152,             0.93895,             0.69427,            0.015535,           0.0055999,          0.00093235,           0.0089897,           0.0089897,           0.0089897
                  89,            0.026353,            0.014091,           0.0029439,             0.87301,             0.90643,             0.93862,             0.69383,            0.015513,           0.0055937,          0.00092441,           0.0089673,           0.0089673,           0.0089673
                  90,            0.026385,            0.013964,           0.0033659,             0.87339,             0.90887,             0.93925,             0.69415,            0.015476,             0.00559,          0.00091506,           0.0089447,           0.0089447,           0.0089447
                  91,            0.025893,            0.013956,           0.0031164,              0.8723,             0.91074,             0.93939,             0.69469,            0.015449,           0.0055859,          0.00090578,           0.0089218,           0.0089218,           0.0089218
                  92,            0.026224,            0.013948,            0.003068,             0.87008,             0.91242,              0.9392,             0.69571,            0.015429,           0.0055831,          0.00089849,           0.0088988,           0.0088988,           0.0088988
                  93,            0.026604,            0.014173,           0.0034464,             0.86978,             0.91277,             0.93899,             0.69566,            0.015417,           0.0055807,          0.00090868,           0.0088755,           0.0088755,           0.0088755
                  94,            0.026017,            0.014055,           0.0030011,             0.87512,             0.90868,             0.93924,             0.69587,            0.015409,           0.0055777,          0.00091449,            0.008852,            0.008852,            0.008852
                  95,            0.026109,            0.014007,            0.003278,               0.871,             0.91348,             0.93928,             0.69625,            0.015394,           0.0055741,          0.00091896,           0.0088283,           0.0088283,           0.0088283
                  96,            0.026753,            0.014159,           0.0034327,             0.87485,             0.90939,             0.93915,             0.69724,            0.015374,           0.0055697,          0.00091897,           0.0088045,           0.0088045,           0.0088045
                  97,            0.026136,            0.014101,           0.0030954,             0.87746,             0.90769,             0.93905,             0.69748,            0.015366,           0.0055667,          0.00092937,           0.0087804,           0.0087804,           0.0087804
                  98,            0.026381,            0.014251,           0.0034234,             0.87887,             0.90489,             0.93897,             0.69753,            0.015357,           0.0055648,          0.00093521,           0.0087561,           0.0087561,           0.0087561
                  99,            0.026009,            0.014031,            0.003147,             0.87236,             0.91255,             0.93891,             0.69757,            0.015346,            0.005563,          0.00093899,           0.0087316,           0.0087316,           0.0087316
                 100,            0.026051,            0.014124,           0.0035169,             0.87294,              0.9133,             0.93946,             0.69754,            0.015342,           0.0055627,          0.00094122,           0.0087069,           0.0087069,           0.0087069
                 101,            0.026038,            0.013935,           0.0030529,             0.87239,             0.91358,              0.9396,             0.69732,            0.015335,           0.0055602,          0.00094279,            0.008682,            0.008682,            0.008682
                 102,            0.025483,            0.013673,           0.0028207,             0.87212,             0.91322,              0.9395,             0.69735,            0.015326,           0.0055564,          0.00094634,           0.0086569,           0.0086569,           0.0086569
                 103,             0.02552,            0.013711,           0.0027928,              0.8747,             0.91136,             0.93956,             0.69781,            0.015316,            0.005553,          0.00094557,           0.0086316,           0.0086316,           0.0086316
                 104,            0.026166,            0.014034,           0.0032213,             0.87517,             0.91093,             0.93957,             0.69784,             0.01531,            0.005549,          0.00094357,           0.0086061,           0.0086061,           0.0086061
                 105,            0.026042,            0.013761,           0.0029512,             0.88031,              0.9055,             0.93944,             0.69826,            0.015312,           0.0055468,          0.00094281,           0.0085805,           0.0085805,           0.0085805
                 106,            0.025947,            0.013943,           0.0032269,             0.88064,             0.90555,             0.93953,             0.69875,            0.015304,           0.0055428,          0.00094443,           0.0085546,           0.0085546,           0.0085546
                 107,            0.026081,            0.014077,           0.0031262,              0.8826,             0.90351,             0.93993,             0.69901,              0.0153,           0.0055401,          0.00094897,           0.0085286,           0.0085286,           0.0085286
                 108,            0.026074,            0.014069,            0.003653,             0.88001,             0.90474,             0.93964,             0.69999,            0.015299,           0.0055381,          0.00094925,           0.0085023,           0.0085023,           0.0085023
                 109,            0.025599,             0.01373,           0.0030491,             0.88498,             0.89953,             0.93973,             0.69878,            0.015293,           0.0055354,          0.00095076,           0.0084759,           0.0084759,           0.0084759
                 110,            0.026003,            0.013847,           0.0031063,             0.88373,             0.90029,             0.93961,              0.6994,            0.015278,           0.0055326,          0.00095559,           0.0084493,           0.0084493,           0.0084493
                 111,            0.025846,            0.013833,           0.0032744,             0.87269,             0.91208,             0.93979,             0.70072,            0.015256,           0.0055288,          0.00095708,           0.0084225,           0.0084225,           0.0084225
                 112,             0.02515,            0.013557,            0.002844,             0.87824,             0.90666,             0.93992,               0.701,            0.015237,           0.0055259,          0.00095755,           0.0083956,           0.0083956,           0.0083956
                 113,            0.025769,            0.013879,           0.0032862,             0.87323,             0.91282,             0.94015,             0.70086,            0.015216,           0.0055226,          0.00095851,           0.0083684,           0.0083684,           0.0083684
