epoch	train_acc	test_acc
0	0.30846667289733887	0.30320000648498535	0.2552380859851837
1	0.34950000047683716	0.34380000829696655	0.2563333213329315
2	0.36728334426879883	0.3649333417415619	0.281333327293396
3	0.4071333408355713	0.40113332867622375	0.3490952253341675
4	0.5007833242416382	0.5036666393280029	0.37685713171958923
5	0.5370833277702332	0.5353333353996277	0.4170476198196411
6	0.6044999957084656	0.5945333242416382	0.5215238332748413
7	0.5744500160217285	0.5691333413124084	0.5013333559036255
8	0.6281166672706604	0.6179333329200745	0.5276666879653931
9	0.6427666544914246	0.6398000121116638	0.5425714254379272
10	0.6581500172615051	0.65420001745224	0.5546190738677979
11	0.664900004863739	0.65420001745224	0.5285238027572632
12	0.7022333145141602	0.6944000124931335	0.5942857265472412
13	0.7138000130653381	0.7075999975204468	0.6077142953872681
14	0.7318000197410583	0.725600004196167	0.6211428642272949
15	0.7476000189781189	0.7415333390235901	0.6499999761581421
16	0.785266637802124	0.781000018119812	0.6743333339691162
17	0.7775166630744934	0.7738000154495239	0.6939047574996948
18	0.8207333087921143	0.8163999915122986	0.7112857103347778
19	0.8316666483879089	0.8290666937828064	0.7278095483779907
20	0.8531000018119812	0.852400004863739	0.744523823261261
21	0.8484500050544739	0.8483333587646484	0.7489523887634277
22	0.8807333111763	0.8808000087738037	0.7630000114440918
23	0.8557666540145874	0.8552666902542114	0.7526666522026062
24	0.87868332862854	0.8777333498001099	0.7705714106559753
25	0.8926666378974915	0.8920000195503235	0.7782857418060303
26	0.9003666639328003	0.8994666934013367	0.7862856984138489
27	0.9003499746322632	0.8992000222206116	0.7945238351821899
28	0.9027500152587891	0.901199996471405	0.7950476408004761
29	0.8953999876976013	0.894266664981842	0.7873333096504211
30	0.902899980545044	0.9043999910354614	0.7896190285682678
31	0.9022666811943054	0.9025999903678894	0.7965238094329834
32	0.9068499803543091	0.9042666554450989	0.7991904616355896
33	0.9185000061988831	0.9182000160217285	0.8080000281333923
34	0.8999333381652832	0.8985333442687988	0.7865238189697266
35	0.9114833474159241	0.912066638469696	0.8011428713798523
36	0.9056000113487244	0.9043333530426025	0.8036666512489319
37	0.9009833335876465	0.9017333388328552	0.7869047522544861
38	0.9099000096321106	0.9106666445732117	0.7948571443557739
39	0.9118833541870117	0.9118666648864746	0.7959523797035217
40	0.9174333214759827	0.9169999957084656	0.8083333373069763
41	0.9209333062171936	0.9213333129882812	0.8081904649734497
42	0.9220333099365234	0.921999990940094	0.8094285726547241
43	0.9187999963760376	0.9201333522796631	0.8169999718666077
44	0.9262499809265137	0.9268666505813599	0.8172380924224854
45	0.9227666854858398	0.9215999841690063	0.8112381100654602
46	0.9284666776657104	0.9287999868392944	0.8158571720123291
47	0.9283999800682068	0.9272666573524475	0.817809522151947
48	0.9331333041191101	0.9313333630561829	0.8199047446250916
49	0.9282500147819519	0.9277999997138977	0.8152381181716919
50	0.9356333613395691	0.9337999820709229	0.8235714435577393
51	0.9378833174705505	0.9359999895095825	0.8270952105522156
52	0.9210166931152344	0.9200000166893005	0.8125714063644409
53	0.948366641998291	0.9467333555221558	0.8322380781173706
54	0.9401666522026062	0.9401999711990356	0.8238095045089722
55	0.9420166611671448	0.9389333128929138	0.826285719871521
56	0.9382500052452087	0.9359333515167236	0.8248571157455444
57	0.9465166926383972	0.9451333284378052	0.8263809680938721
58	0.9465500116348267	0.9444666504859924	0.8302857279777527
59	0.9449833035469055	0.942466676235199	0.8329047560691833
60	0.9480833411216736	0.946399986743927	0.8320476412773132
61	0.948116660118103	0.9465333223342896	0.8329047560691833
62	0.947700023651123	0.9463333487510681	0.8357142806053162
63	0.944516658782959	0.9434666633605957	0.8336666822433472
64	0.9509000182151794	0.9493333101272583	0.8395237922668457
65	0.9452499747276306	0.9443333148956299	0.8340952396392822
66	0.9535166621208191	0.9530666470527649	0.8387619256973267
67	0.9507333040237427	0.949400007724762	0.831428587436676
68	0.9327499866485596	0.9308000206947327	0.8185714483261108
69	0.9531833529472351	0.9520000219345093	0.8389047384262085
70	0.9460333585739136	0.9438666701316833	0.8328095078468323
71	0.9564999938011169	0.9549333453178406	0.8445237874984741
72	0.9525833129882812	0.9516000151634216	0.8360475897789001
73	0.9538666605949402	0.9513333439826965	0.8328095078468323
74	0.9450500011444092	0.9423999786376953	0.8322380781173706
75	0.9559500217437744	0.9539999961853027	0.8411428332328796
76	0.9511833190917969	0.949999988079071	0.8363333344459534
77	0.9557499885559082	0.9539999961853027	0.8420000076293945
78	0.9538000226020813	0.9527333378791809	0.8375714421272278
79	0.9527166485786438	0.9516666531562805	0.8391904830932617
80	0.9537833333015442	0.9539999961853027	0.8396190404891968
81	0.9585833549499512	0.9571999907493591	0.8420000076293945
82	0.9601166844367981	0.9592000246047974	0.8444285988807678
83	0.953249990940094	0.9513999819755554	0.8370476365089417
84	0.9475833177566528	0.9455333352088928	0.8342857360839844
85	0.9588500261306763	0.9570000171661377	0.8409523963928223
86	0.9591666460037231	0.9574666619300842	0.8459047675132751
87	0.9552000164985657	0.9542666673660278	0.8438095450401306
88	0.9569500088691711	0.9554666876792908	0.8366190195083618
89	0.955299973487854	0.9538666605949402	0.83519047498703
90	0.958299994468689	0.9563999772071838	0.838857114315033
91	0.9575499892234802	0.954200029373169	0.8390476107597351
92	0.9590166807174683	0.9577999711036682	0.8449047803878784
93	0.9576833248138428	0.9550666809082031	0.8362380862236023
94	0.9573666453361511	0.9553999900817871	0.8412380814552307
95	0.9627166390419006	0.9613999724388123	0.8456666469573975
96	0.9577500224113464	0.956333339214325	0.8388095498085022
97	0.958899974822998	0.9559333324432373	0.8370476365089417
98	0.9592000246047974	0.9570000171661377	0.8425238132476807
99	0.958899974822998	0.9564666748046875	0.8393333554267883
100	0.9561166763305664	0.9538000226020813	0.8336190581321716
101	0.9598000049591064	0.9590666890144348	0.8413333296775818
102	0.9571833610534668	0.9559999704360962	0.8422380685806274
103	0.9591833353042603	0.9564666748046875	0.8396190404891968
104	0.958299994468689	0.956333339214325	0.8413333296775818
105	0.9602833390235901	0.9589333534240723	0.8454285860061646
106	0.9591000080108643	0.9576666951179504	0.8437619209289551
107	0.9598666429519653	0.9583333134651184	0.8420952558517456
108	0.9588000178337097	0.9575999975204468	0.8383333086967468
109	0.9584333300590515	0.9563999772071838	0.8417618870735168
110	0.9611166715621948	0.9592000246047974	0.8446190357208252
111	0.9605000019073486	0.9593333601951599	0.8437142968177795
112	0.9553333520889282	0.9534000158309937	0.8410000205039978
113	0.9580333232879639	0.9567333459854126	0.8441428542137146
114	0.9598333239555359	0.9592000246047974	0.8413809537887573
115	0.961816668510437	0.9601333141326904	0.8436190485954285
116	0.960183322429657	0.9590666890144348	0.8481904864311218
117	0.9617499709129333	0.9605333209037781	0.8472856879234314
