epoch	train_acc	test_acc	val_acc
0	0.3466833233833313	0.34626665711402893	0.2299523800611496
1	0.35321667790412903	0.3546000123023987	0.22928571701049805
2	0.4189999997615814	0.4184666574001312	0.2751428484916687
3	0.4529833197593689	0.4461333453655243	0.3073333203792572
4	0.4805999994277954	0.4688666760921478	0.35452380776405334
5	0.5196166634559631	0.5175999999046326	0.3798571527004242
6	0.548883318901062	0.5461999773979187	0.4091428518295288
7	0.5328666567802429	0.5253333449363708	0.4075238108634949
8	0.5406666398048401	0.5328666567802429	0.40700000524520874
9	0.5718333125114441	0.5616666674613953	0.4342857003211975
10	0.5724499821662903	0.5651999711990356	0.4313333332538605
11	0.5620666742324829	0.5489333271980286	0.4454285800457001
12	0.5574166774749756	0.5511999726295471	0.46261903643608093
13	0.5734333395957947	0.5663333535194397	0.45461905002593994
14	0.5905166864395142	0.5829333066940308	0.4479047656059265
15	0.5721666812896729	0.5631333589553833	0.47542858123779297
16	0.5698000192642212	0.565666675567627	0.45428571105003357
17	0.5694166421890259	0.5595333576202393	0.45295238494873047
18	0.5585166811943054	0.5492666959762573	0.43290475010871887
19	0.5746666789054871	0.5685333609580994	0.48557141423225403
20	0.6085500121116638	0.603600025177002	0.477142870426178
21	0.6051166653633118	0.602733314037323	0.47152382135391235
22	0.5669166445732117	0.5613999962806702	0.4688095152378082
23	0.5816500186920166	0.5796666741371155	0.4677142798900604
24	0.6092166900634766	0.6069333553314209	0.48352381587028503
25	0.623449981212616	0.6209333539009094	0.48828572034835815
26	0.6022166609764099	0.600266695022583	0.5193333625793457
27	0.5995000004768372	0.5942666530609131	0.5001904964447021
28	0.6113499999046326	0.607866644859314	0.4709523916244507
29	0.6005333065986633	0.5950000286102295	0.4728095233440399
30	0.6062333583831787	0.6000666618347168	0.4838571548461914
31	0.6126000285148621	0.6082000136375427	0.5051904916763306
32	0.6139500141143799	0.6097333431243896	0.5099523663520813
33	0.6125666499137878	0.6115333437919617	0.5121904611587524
34	0.6217833161354065	0.6165333390235901	0.48271429538726807
35	0.6353499889373779	0.6332666873931885	0.5136666893959045
36	0.6172333359718323	0.6161999702453613	0.5293809771537781
37	0.6144166588783264	0.6095333099365234	0.5054285526275635
38	0.6419333219528198	0.6434000134468079	0.5090476274490356
39	0.6249499917030334	0.6214666962623596	0.527571439743042
40	0.6281999945640564	0.6259333491325378	0.5230000019073486
41	0.6380666494369507	0.6361333131790161	0.5205714106559753
42	0.6315666437149048	0.6308000087738037	0.5269523859024048
43	0.6360666751861572	0.6326666474342346	0.5084285736083984
44	0.6528333425521851	0.6512666940689087	0.5386666655540466
45	0.6530666947364807	0.6543999910354614	0.5322380661964417
46	0.6429833173751831	0.6423333287239075	0.5340476036071777
47	0.647183358669281	0.6450666785240173	0.5168095231056213
48	0.6466666460037231	0.6462000012397766	0.5200476050376892
49	0.6323000192642212	0.6302000284194946	0.5035238265991211
50	0.6558833122253418	0.6582666635513306	0.5492380857467651
51	0.6552500128746033	0.6552000045776367	0.541523814201355
52	0.6275666952133179	0.621999979019165	0.5065714120864868
53	0.6550333499908447	0.6538000106811523	0.5364285707473755
54	0.6435333490371704	0.6426666378974915	0.5434285998344421
55	0.6466000080108643	0.6458666920661926	0.528333306312561
56	0.62868332862854	0.6278666853904724	0.522761881351471
57	0.653333306312561	0.652999997138977	0.5320000052452087
58	0.626883327960968	0.6237333416938782	0.5109047889709473
59	0.650783360004425	0.6539333462715149	0.5486190319061279
60	0.6580166816711426	0.6572666764259338	0.5345714092254639
61	0.628000020980835	0.6233999729156494	0.5090952515602112
62	0.6656333208084106	0.6659333109855652	0.5524285435676575
63	0.6746166944503784	0.6759333610534668	0.5604285597801208
64	0.6514833569526672	0.6534666419029236	0.5569047331809998
65	0.661716639995575	0.6606666445732117	0.5386666655540466
66	0.6461499929428101	0.6435999870300293	0.541857123374939
67	0.6581000089645386	0.6556666493415833	0.5642380714416504
68	0.6772000193595886	0.678933322429657	0.5559999942779541
69	0.6508166790008545	0.6481333374977112	0.5453333258628845
70	0.6711333394050598	0.6721333265304565	0.5529524087905884
71	0.6504666805267334	0.647933304309845	0.5509047508239746
72	0.6545500159263611	0.6549999713897705	0.5355714559555054
73	0.6659500002861023	0.665066659450531	0.5577619075775146
74	0.6748166680335999	0.6768666505813599	0.5700952410697937
75	0.6646666526794434	0.6643333435058594	0.5614761710166931
76	0.6737666726112366	0.6714000105857849	0.5613333582878113
77	0.666366696357727	0.6661999821662903	0.5737618803977966
78	0.6743333339691162	0.6743999719619751	0.5536666512489319
79	0.6682833433151245	0.6690666675567627	0.5362380743026733
80	0.6651666760444641	0.6640666723251343	0.5536666512489319
81	0.6541666388511658	0.6496000289916992	0.5426190495491028
82	0.6607666611671448	0.6616666913032532	0.5587142705917358
83	0.6488666534423828	0.644599974155426	0.5559999942779541
84	0.6608999967575073	0.6615999937057495	0.5656190514564514
