epoch	train_acc	test_acc
0	0.5958499908447266	0.600600004196167
1	0.722391664981842	0.7269666790962219
2	0.7868666648864746	0.7901999950408936
3	0.8447833061218262	0.848466694355011
4	0.8637750148773193	0.865066647529602
5	0.8810083270072937	0.8814666867256165
6	0.9009416699409485	0.8987666964530945
7	0.9057666659355164	0.9050333499908447
8	0.9117666482925415	0.912766695022583
9	0.9169750213623047	0.9167666435241699
10	0.9063500165939331	0.9075999855995178
11	0.9239416718482971	0.9239333271980286
12	0.924916684627533	0.9231666922569275
13	0.9328416585922241	0.933733344078064
14	0.9407416582107544	0.9416333436965942
15	0.9418916702270508	0.9431333541870117
16	0.9456083178520203	0.9456999897956848
17	0.9505749940872192	0.9506000280380249
18	0.9472749829292297	0.946066677570343
19	0.9484833478927612	0.9503666758537292
20	0.956333339214325	0.957099974155426
21	0.9550750255584717	0.9558666944503784
22	0.9531333446502686	0.9517999887466431
23	0.954841673374176	0.9543333053588867
24	0.9614166617393494	0.9610000252723694
25	0.9619166851043701	0.9608333110809326
26	0.9541416764259338	0.9526333212852478
27	0.9659500122070312	0.9657666683197021
28	0.9494500160217285	0.9476666450500488
29	0.9677333235740662	0.9669666886329651
30	0.9644333124160767	0.9633333086967468
31	0.9630416631698608	0.961566686630249
32	0.9693666696548462	0.9692999720573425
33	0.9645333290100098	0.9641000032424927
34	0.96690833568573	0.9663000106811523
35	0.9663666486740112	0.9656000137329102
36	0.9682250022888184	0.9665666818618774
37	0.9684333205223083	0.9673666954040527
38	0.9719250202178955	0.9714000225067139
39	0.9719083309173584	0.9717000126838684
40	0.9713500142097473	0.9691333174705505
41	0.9694583415985107	0.9674333333969116
42	0.9672250151634216	0.9664000272750854
43	0.9732583165168762	0.9723666906356812
44	0.9676250219345093	0.9671000242233276
45	0.9740750193595886	0.9730333089828491
46	0.9729083180427551	0.9724666476249695
47	0.9743750095367432	0.9735666513442993
48	0.974133312702179	0.972766637802124
49	0.9699583053588867	0.9695000052452087
50	0.9752416610717773	0.9737333059310913
51	0.9725666642189026	0.9715999960899353
52	0.9746749997138977	0.9731000065803528
53	0.9775333404541016	0.9761000275611877
54	0.9713833332061768	0.971833348274231
55	0.973924994468689	0.9728000164031982
56	0.9648749828338623	0.9627000093460083
57	0.9735666513442993	0.9721999764442444
58	0.9792666435241699	0.977400004863739
59	0.9768916964530945	0.9753333330154419
60	0.9762499928474426	0.9750666618347168
61	0.9786333441734314	0.9769999980926514
62	0.9735749959945679	0.9725000262260437
63	0.9756166934967041	0.9746999740600586
64	0.9750416874885559	0.9745333194732666
65	0.9774166941642761	0.9753000140190125
66	0.9781666398048401	0.9763000011444092
67	0.9792166948318481	0.9779666662216187
68	0.9721583127975464	0.9725000262260437
69	0.9776833057403564	0.9754999876022339
70	0.9701499938964844	0.9679999947547913
71	0.9733833074569702	0.9725000262260437
72	0.975849986076355	0.9740333557128906
73	0.9732750058174133	0.972000002861023
74	0.9829249978065491	0.9815000295639038
75	0.9819750189781189	0.9797999858856201
76	0.979200005531311	0.9778333306312561
77	0.9817500114440918	0.9800999760627747
78	0.9811750054359436	0.9796000123023987
79	0.9813833236694336	0.980733335018158
80	0.9761166572570801	0.9747333526611328
81	0.9758583307266235	0.9747666716575623
82	0.9838083386421204	0.9816333055496216
83	0.9807666540145874	0.979200005531311
84	0.9792583584785461	0.9769666790962219
85	0.9808666706085205	0.979200005531311
86	0.9837499856948853	0.9822333455085754
87	0.9812333583831787	0.980400025844574
88	0.9823083281517029	0.9800000190734863
89	0.9813833236694336	0.9803666472434998
90	0.9815000295639038	0.980733335018158
91	0.9792249798774719	0.9781666398048401
92	0.9851166605949402	0.9843000173568726
93	0.9813833236694336	0.9800666570663452
94	0.9822333455085754	0.9806666374206543
95	0.9815999865531921	0.9794333577156067
96	0.9818666577339172	0.9808666706085205
97	0.9700666666030884	0.9685666561126709
98	0.9843916893005371	0.983299970626831
99	0.9836083054542542	0.9819999933242798
100	0.9839916825294495	0.9829000234603882
101	0.9841083288192749	0.9826666712760925
102	0.9819083213806152	0.9810666441917419
103	0.9846083521842957	0.9833666682243347
104	0.9837499856948853	0.9822333455085754
105	0.9844416379928589	0.9831666946411133
106	0.9823583364486694	0.980400025844574
107	0.9821333289146423	0.9807999730110168
108	0.984125018119812	0.9828333258628845
109	0.9767083525657654	0.9749333262443542
110	0.9836583137512207	0.9820333123207092
111	0.9851750135421753	0.9839000105857849
112	0.9848583340644836	0.9829000234603882
113	0.984416663646698	0.9830999970436096
114	0.984458327293396	0.9835333228111267
115	0.9804916381835938	0.9791333079338074
116	0.9818583130836487	0.9807666540145874
117	0.9829999804496765	0.9806666374206543
118	0.9834916591644287	0.9817666411399841
119	0.9853833317756653	0.9847999811172485
120	0.984458327293396	0.9823333621025085
121	0.9828083515167236	0.9814000129699707
122	0.9816916584968567	0.9809666872024536
123	0.9849416613578796	0.9836333394050598
124	0.9854000210762024	0.9842000007629395
125	0.9736499786376953	0.9721666574478149
126	0.9865833520889282	0.9852666854858398
127	0.9844916462898254	0.9828333258628845
128	0.9840666651725769	0.982366681098938
129	0.9854750037193298	0.9840999841690063
130	0.9850749969482422	0.9840333461761475
131	0.9869250059127808	0.9854000210762024
132	0.9863083362579346	0.9844666719436646
133	0.9871416687965393	0.9853333234786987
134	0.9846833348274231	0.9835666418075562
135	0.9836916923522949	0.9822333455085754
136	0.984041690826416	0.9827666878700256
137	0.9836249947547913	0.9820333123207092
138	0.9867500066757202	0.9855666756629944
139	0.9847583174705505	0.9836000204086304
140	0.9856833219528198	0.9847333431243896
141	0.9863916635513306	0.9856666922569275
142	0.9819833040237427	0.9804333448410034
143	0.9801166653633118	0.9786666631698608
144	0.9867416620254517	0.9857000112533569
145	0.9869250059127808	0.9848333597183228
146	0.9844333529472351	0.9828000068664551
147	0.9870250225067139	0.9850333333015442
148	0.981374979019165	0.979533314704895
149	0.9859833121299744	0.9840999841690063
150	0.9868666529655457	0.9855666756629944
151	0.9880416393280029	0.9866999983787537
152	0.9872750043869019	0.9850000143051147
153	0.9812999963760376	0.9803000092506409
154	0.9882000088691711	0.9865999817848206
155	0.9888416528701782	0.9870333075523376
156	0.9872583150863647	0.9851999878883362
157	0.9838833212852478	0.9819333553314209
158	0.9879416823387146	0.9864333271980286
159	0.9874083399772644	0.986133337020874
160	0.9878833293914795	0.9860000014305115
161	0.9847249984741211	0.9826333522796631
162	0.9884166717529297	0.987500011920929
163	0.9842000007629395	0.9822666645050049
164	0.9839833378791809	0.9832000136375427
165	0.987975001335144	0.9862333536148071
166	0.9876499772071838	0.9856333136558533
167	0.9870583415031433	0.9853333234786987
168	0.9858333468437195	0.9839666485786438
169	0.9845250248908997	0.9834333062171936
170	0.9884416460990906	0.9868666529655457
171	0.9876916408538818	0.9870666861534119
172	0.988016664981842	0.9872000217437744
173	0.9885500073432922	0.9866333603858948
174	0.9818249940872192	0.9797666668891907
175	0.9899333119392395	0.9883999824523926
176	0.9871500134468079	0.985966682434082
177	0.9895750284194946	0.9883333444595337
178	0.9877583384513855	0.9864000082015991
179	0.9856333136558533	0.9833999872207642
180	0.9874083399772644	0.9855999946594238
181	0.9891166687011719	0.9878000020980835
182	0.9855499863624573	0.9837999939918518
183	0.9890333414077759	0.9879000186920166
184	0.9882416725158691	0.9871333241462708
185	0.9886749982833862	0.9868999719619751
186	0.9889000058174133	0.9870666861534119
187	0.9894000291824341	0.9879999756813049
188	0.9871666431427002	0.9856666922569275
189	0.9833166599273682	0.9808666706085205
190	0.9890583157539368	0.9878333210945129
191	0.9893666505813599	0.9874333143234253
192	0.9882833361625671	0.9864333271980286
193	0.9881083369255066	0.9861000180244446
194	0.9895750284194946	0.9873999953269958
195	0.986591637134552	0.9854333400726318
196	0.9897833466529846	0.9884333610534668
197	0.9891666769981384	0.9880333542823792
198	0.9838333129882812	0.9826666712760925
199	0.9908833503723145	0.9897333383560181
200	0.9884250164031982	0.9874333143234253
201	0.9887833595275879	0.9863333106040955
202	0.988099992275238	0.9865666627883911
203	0.9905666708946228	0.9889333248138428
204	0.989091694355011	0.9867666959762573
205	0.9904666543006897	0.9890000224113464
206	0.9890583157539368	0.987666666507721
207	0.9890666604042053	0.9879000186920166
208	0.9889666438102722	0.9883000254631042
209	0.9897666573524475	0.9886999726295471
210	0.9899250268936157	0.9877333045005798
211	0.9885583519935608	0.9870666861534119
212	0.9877416491508484	0.9861000180244446
213	0.9903583526611328	0.9886000156402588
214	0.9893249869346619	0.9884333610534668
215	0.9909083247184753	0.9892666935920715
216	0.9902333617210388	0.9885666370391846
217	0.9899666905403137	0.9886999726295471
218	0.989383339881897	0.9876999855041504
219	0.9897000193595886	0.9886000156402588
220	0.9886500239372253	0.9871000051498413
221	0.9898583292961121	0.9882333278656006
222	0.9914083480834961	0.989633321762085
223	0.9861833453178406	0.9848666787147522
224	0.9897750020027161	0.9882000088691711
225	0.9861666560173035	0.9849333167076111
226	0.9905999898910522	0.9888333082199097
227	0.9887833595275879	0.9867333173751831
228	0.9910416603088379	0.990066647529602
229	0.9909083247184753	0.9888666868209839
230	0.9901250004768372	0.989133358001709
231	0.9882416725158691	0.9869666695594788
232	0.9903166890144348	0.9889666438102722
233	0.9903583526611328	0.9893333315849304
234	0.9894333481788635	0.9878000020980835
235	0.9914583563804626	0.9897666573524475
236	0.987891674041748	0.986299991607666
237	0.9830416440963745	0.9803666472434998
238	0.9915333390235901	0.9903666377067566
239	0.9892249703407288	0.9875666499137878
240	0.9858583211898804	0.9845666885375977
241	0.991308331489563	0.9898999929428101
242	0.9899666905403137	0.9886666536331177
243	0.9878000020980835	0.9863333106040955
244	0.9894333481788635	0.9870333075523376
245	0.9886916875839233	0.9866999983787537
246	0.989175021648407	0.9864000082015991
247	0.9892416596412659	0.9873999953269958
248	0.9915666580200195	0.9902999997138977
249	0.991558313369751	0.9898333549499512
250	0.9902250170707703	0.9886333346366882
251	0.9885083436965942	0.9865666627883911
252	0.9916166663169861	0.9904333353042603
253	0.9896249771118164	0.987766683101654
254	0.9908416867256165	0.9887999892234802
255	0.9896083474159241	0.987333357334137
256	0.9904333353042603	0.987933337688446
257	0.9886833429336548	0.9868666529655457
258	0.9923083186149597	0.9908000230789185
259	0.9907249808311462	0.9887333512306213
260	0.9907583594322205	0.9886333346366882
261	0.9907000064849854	0.9889000058174133
262	0.9920250177383423	0.9904666543006897
263	0.991225004196167	0.9901333451271057
264	0.9912333488464355	0.989466667175293
265	0.9893583059310913	0.9872333407402039
266	0.991016685962677	0.9892666935920715
267	0.9915500283241272	0.9902999997138977
268	0.991516649723053	0.9894333481788635
269	0.9886833429336548	0.9869999885559082
270	0.9925166964530945	0.9907333254814148
271	0.9910083413124084	0.9889333248138428
272	0.9906416535377502	0.9883000254631042
273	0.991683304309845	0.9901666641235352
274	0.987625002861023	0.9868000149726868
275	0.9919916391372681	0.9901666641235352
276	0.9915666580200195	0.989633321762085
277	0.9906166791915894	0.9897666573524475
278	0.9920666813850403	0.9905333518981934
279	0.9924583435058594	0.9910666942596436
280	0.9906916618347168	0.9897333383560181
281	0.9917250275611877	0.9899666905403137
282	0.9901166558265686	0.987933337688446
283	0.9891666769981384	0.9876999855041504
284	0.9893083572387695	0.9870666861534119
285	0.9924666881561279	0.9905333518981934
286	0.9921083450317383	0.9900333285331726
