epoch	train_acc	test_acc	val_acc
0	0.313233345746994	0.3142000138759613	0.25566667318344116
1	0.3761500120162964	0.37066665291786194	0.284761905670166
2	0.3808499872684479	0.37693333625793457	0.281809538602829
3	0.40369999408721924	0.39259999990463257	0.30204761028289795
4	0.4367833435535431	0.42953333258628845	0.32038095593452454
5	0.4534166753292084	0.44866666197776794	0.3475714325904846
6	0.47795000672340393	0.4713999927043915	0.36414286494255066
7	0.4688499867916107	0.4655333459377289	0.34847620129585266
8	0.49184998869895935	0.4896666705608368	0.36738094687461853
9	0.5063833594322205	0.5010666847229004	0.3727142810821533
10	0.5051666498184204	0.49853333830833435	0.3848095238208771
11	0.4999833405017853	0.494133323431015	0.3749047517776489
12	0.5362833142280579	0.5275333523750305	0.4093809425830841
13	0.5311499834060669	0.5239999890327454	0.3956190347671509
14	0.5451833605766296	0.5411333441734314	0.4041904807090759
15	0.5605999827384949	0.5540000200271606	0.4175238013267517
16	0.5644000172615051	0.555400013923645	0.4420476257801056
17	0.5850666761398315	0.5784666538238525	0.44347620010375977
18	0.5871333479881287	0.5818666815757751	0.457238107919693
19	0.605733335018158	0.5947999954223633	0.4419523775577545
20	0.5942500233650208	0.5925333499908447	0.47866666316986084
21	0.5962333083152771	0.593666672706604	0.47785714268684387
22	0.6083833575248718	0.6021333336830139	0.4660952389240265
23	0.6194999814033508	0.6122000217437744	0.4675714373588562
24	0.6357166767120361	0.6305999755859375	0.4747142791748047
25	0.6350499987602234	0.6257333159446716	0.49604761600494385
26	0.6231666803359985	0.6183333396911621	0.47114285826683044
27	0.6354166865348816	0.6311333179473877	0.4829047620296478
28	0.6399166584014893	0.6320666670799255	0.4907619059085846
29	0.6316333413124084	0.6275333166122437	0.47466665506362915
30	0.6423666477203369	0.6335333585739136	0.48352381587028503
31	0.6341000199317932	0.6294666528701782	0.4829047620296478
32	0.6538833379745483	0.6460000276565552	0.4917618930339813
33	0.6521333456039429	0.6498000025749207	0.49519047141075134
34	0.6540499925613403	0.6501333117485046	0.48485714197158813
35	0.6576166749000549	0.653333306312561	0.49509525299072266
36	0.6621000170707703	0.6574666500091553	0.48533332347869873
37	0.6537500023841858	0.6483333110809326	0.4806666672229767
38	0.6601666808128357	0.6556000113487244	0.4889523684978485
39	0.6639666557312012	0.6589333415031433	0.4848095178604126
40	0.6688666939735413	0.6685333251953125	0.5000476241111755
41	0.6747999787330627	0.6713333129882812	0.49352380633354187
42	0.661300003528595	0.6538666486740112	0.48971429467201233
43	0.6724333167076111	0.6675333380699158	0.48342856764793396
44	0.6832833290100098	0.6758666634559631	0.48985713720321655
45	0.6881666779518127	0.6826666593551636	0.4935714304447174
