               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,             0.01733,           0.0068172,           0.0048336,             0.99538,              0.9953,             0.99449,             0.86653,            0.012561,           0.0040253,          0.00080099,           0.0076679,           0.0076679,           0.0076679
                  36,            0.017263,           0.0068023,            0.004787,             0.99551,             0.99517,             0.99446,             0.86659,            0.012544,           0.0040238,          0.00079068,            0.007543,            0.007543,            0.007543
                  37,            0.017204,           0.0067906,           0.0047569,             0.99548,             0.99505,             0.99446,             0.86695,            0.012515,           0.0040143,          0.00079079,            0.007416,            0.007416,            0.007416
                  38,            0.017189,           0.0067835,           0.0047307,             0.99559,             0.99518,             0.99448,              0.8675,            0.012505,           0.0040069,          0.00078179,           0.0072872,           0.0072872,           0.0072872
                  39,            0.017095,           0.0067493,           0.0046751,             0.99553,              0.9953,             0.99448,             0.86765,            0.012499,           0.0040007,          0.00078029,           0.0071566,           0.0071566,           0.0071566
                  40,             0.01707,           0.0067449,           0.0046473,             0.99567,             0.99524,             0.99449,             0.86777,            0.012494,           0.0040022,          0.00077271,           0.0070243,           0.0070243,           0.0070243
                  41,            0.017015,           0.0067398,           0.0046114,             0.99603,             0.99499,             0.99451,             0.86812,            0.012479,           0.0039941,          0.00076314,           0.0068906,           0.0068906,           0.0068906
                  42,            0.016975,           0.0067071,           0.0045875,             0.99596,             0.99513,             0.99451,             0.86808,            0.012459,           0.0039884,          0.00074875,           0.0067555,           0.0067555,           0.0067555
                  43,            0.016934,           0.0067026,           0.0045679,             0.99528,             0.99572,             0.99451,             0.86832,            0.012453,           0.0039858,          0.00074948,           0.0066191,           0.0066191,           0.0066191
                  44,            0.016852,           0.0066825,           0.0044999,             0.99595,             0.99508,             0.99453,             0.86826,            0.012443,           0.0039821,          0.00074167,           0.0064816,           0.0064816,           0.0064816
                  45,            0.016837,            0.006667,           0.0044896,             0.99529,               0.996,              0.9945,             0.86812,            0.012439,           0.0039806,          0.00073261,           0.0063432,           0.0063432,           0.0063432
                  46,            0.016769,           0.0066553,           0.0044786,             0.99646,             0.99487,              0.9945,             0.86837,            0.012428,           0.0039753,            0.000731,            0.006204,            0.006204,            0.006204
                  47,            0.016709,           0.0066296,           0.0044041,             0.99584,             0.99568,             0.99449,             0.86872,            0.012413,           0.0039708,            0.000727,            0.006064,            0.006064,            0.006064
                  48,             0.01668,           0.0066097,           0.0043943,             0.99568,             0.99592,             0.99449,             0.86899,            0.012407,           0.0039692,          0.00072004,           0.0059235,           0.0059235,           0.0059235
                  49,            0.016623,           0.0065972,           0.0043636,             0.99581,             0.99567,             0.99451,             0.86951,            0.012383,           0.0039611,          0.00070906,           0.0057826,           0.0057826,           0.0057826
                  50,            0.016564,           0.0065788,           0.0043455,             0.99597,             0.99566,             0.99451,             0.86981,            0.012376,           0.0039568,          0.00070296,           0.0056413,           0.0056413,           0.0056413
                  51,            0.016493,           0.0065569,           0.0042939,             0.99584,             0.99569,             0.99455,             0.86985,            0.012375,           0.0039532,          0.00069744,              0.0055,              0.0055,              0.0055
                  52,            0.016403,           0.0065414,           0.0042227,             0.99607,             0.99576,             0.99455,             0.87014,            0.012362,           0.0039502,          0.00068793,           0.0053587,           0.0053587,           0.0053587
                  53,            0.016372,           0.0065217,           0.0041816,             0.99598,             0.99573,             0.99455,             0.87016,            0.012361,           0.0039468,          0.00068519,           0.0052174,           0.0052174,           0.0052174
                  54,             0.01633,           0.0064881,           0.0041983,             0.99582,             0.99582,             0.99452,             0.87026,            0.012362,           0.0039468,          0.00067786,           0.0050765,           0.0050765,           0.0050765
                  55,            0.016264,             0.00651,           0.0041529,             0.99589,             0.99592,             0.99453,             0.87051,            0.012344,           0.0039389,          0.00067525,            0.004936,            0.004936,            0.004936
                  56,            0.016204,           0.0064674,            0.004093,             0.99564,             0.99612,             0.99453,             0.87086,            0.012326,           0.0039333,          0.00066774,            0.004796,            0.004796,            0.004796
                  57,            0.016145,           0.0064517,           0.0040674,              0.9957,             0.99627,             0.99454,             0.87098,            0.012317,           0.0039328,          0.00065629,           0.0046568,           0.0046568,           0.0046568
                  58,            0.016084,           0.0064245,           0.0040178,             0.99621,             0.99564,             0.99455,             0.87135,            0.012299,           0.0039257,           0.0006563,           0.0045184,           0.0045184,           0.0045184
                  59,            0.016065,           0.0064247,           0.0040026,             0.99625,             0.99575,             0.99453,             0.87178,            0.012286,           0.0039204,           0.0006457,           0.0043809,           0.0043809,           0.0043809
                  60,            0.015978,           0.0063753,           0.0039477,             0.99589,             0.99606,             0.99454,             0.87189,            0.012268,            0.003914,          0.00064353,           0.0042445,           0.0042445,           0.0042445
                  61,            0.015917,           0.0063767,           0.0039059,             0.99659,             0.99536,             0.99458,              0.8719,            0.012272,           0.0039121,          0.00063637,           0.0041094,           0.0041094,           0.0041094
                  62,            0.015839,           0.0063425,           0.0038747,             0.99613,              0.9959,             0.99458,             0.87203,            0.012261,           0.0039101,          0.00062683,           0.0039757,           0.0039757,           0.0039757
                  63,            0.015798,           0.0063317,           0.0038275,             0.99601,             0.99625,              0.9946,             0.87233,            0.012241,           0.0039049,          0.00061682,           0.0038434,           0.0038434,           0.0038434
                  64,            0.015731,           0.0063119,           0.0037964,             0.99619,             0.99611,              0.9946,             0.87269,            0.012237,           0.0039017,          0.00060723,           0.0037128,           0.0037128,           0.0037128
                  65,            0.015648,           0.0062777,           0.0037495,             0.99682,             0.99555,              0.9946,             0.87288,            0.012219,           0.0038961,          0.00060454,            0.003584,            0.003584,            0.003584
                  66,            0.015607,           0.0062715,           0.0037171,             0.99632,               0.996,              0.9946,             0.87307,            0.012216,           0.0038926,          0.00060126,            0.003457,            0.003457,            0.003457
                  67,            0.015544,            0.006255,           0.0036734,             0.99659,             0.99584,             0.99459,             0.87332,            0.012207,            0.003891,          0.00059109,           0.0033321,           0.0033321,           0.0033321
                  68,            0.015473,           0.0062269,           0.0036277,             0.99646,             0.99612,             0.99459,             0.87361,            0.012195,           0.0038849,          0.00058165,           0.0032093,           0.0032093,           0.0032093
                  69,            0.015395,           0.0062072,           0.0035877,              0.9962,             0.99644,             0.99459,             0.87381,            0.012179,           0.0038805,          0.00057313,           0.0030888,           0.0030888,           0.0030888
                  70,            0.015342,           0.0061865,           0.0035525,             0.99633,             0.99636,              0.9946,             0.87373,            0.012171,            0.003878,          0.00056284,           0.0029706,           0.0029706,           0.0029706
                  71,            0.015283,           0.0061764,           0.0035384,             0.99669,             0.99611,             0.99463,             0.87382,            0.012166,            0.003874,          0.00055466,            0.002855,            0.002855,            0.002855
